Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,Class
Hyundai,Elite i20 Asta 1.2 [2016-2017],650000,2016,100000,Petrol,Manual,Hyderabad,Grey,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45,First
Hyundai,Creta 1.6 SX Plus AT Petrol,1074000,2017,50050,Petrol,Automatic,Delhi,White,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60,First
Hyundai,Creta 1.6 SX,1750000,2021,14000,Diesel,Manual,Chennai,Black,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Nissan,Terrano XL D Plus,590000,2014,55000,Diesel,Manual,Lucknow,Grey,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,Second
Ford,Mustang GT Fastback 5.0L v8,7990000,2018,23000,Petrol,Automatic,Chennai,Yellow,Individual,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,RWD,4784,2080,1391,4,60.9,First
Hyundai,Creta SX (O) 1.5 Diesel [2020-2022],1725000,2020,35000,Diesel,Manual,Dehradun,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50,First
Maruti Suzuki,Celerio ZXi AMT [2019-2020],630000,2019,20734,Petrol,Automatic,Udupi,Silver,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,First
Mercedes-Benz,CLS 300d [2018-2019],6975000,2020,15200,Diesel,Automatic,Delhi,White,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4988,1890,1435,5,66,First
Toyota,Fortuner 3.0 4x2 MT,1375000,2013,83000,Diesel,Manual,Jalandhar,White,Individual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,First
Honda,Amaze 1.5 S i-DTEC,425000,2014,75000,Diesel,Manual,Amritsar,Brown,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,3990,1680,1505,5,35,First
Toyota,Innova 2.8 GX AT 8 STR [2016-2020],2196000,2019,42794,Diesel,Automatic,Bangalore,White,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,8,55,First
Mercedes-Benz,V-Class Elite LWB,6300000,2020,40000,Diesel,Automatic,Delhi,Silver,Corporate,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,RWD,5140,1928,1901,6,57,First
Maruti Suzuki,Alto LXi BS-III,200000,2008,41000,Petrol,Manual,Mysore,Blue,Individual,796 cc,47@6200,62@3000,,3495,1475,1460,5,35,First
Honda,City 1.5 S MT,250000,2009,72256,Petrol,Manual,Navi Mumbai,Black,Individual,1497 cc,118@6600,146@4600,FWD,4420,1695,1480,5,42,First
Audi,A3 35 TDI Premium Plus + Sunroof,2950000,2018,17300,Diesel,Automatic,Bangalore,Red,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456,1796,1416,5,50,First
Mahindra,Scorpio S6 Plus Intelli-Hybrid,985000,2017,68000,Diesel,Manual,Delhi,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,8,60,First
Hyundai,Venue S 1.0 AT Petrol [2019-2020],750000,2019,43600,Petrol,Automatic,Allahabad,White,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1770,1605,5,45,First
Maruti Suzuki,Wagon R VXi (O),450000,2018,43000,Petrol,Manual,Allahabad,White,Individual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3636,1475,1670,5,35,First
Maruti Suzuki,Vitara Brezza VXi,849000,2021,17283,Petrol,Manual,Mumbai,White,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,3995,1790,1640,5,48,First
Maruti Suzuki,Swift DZire VXI,430000,2014,59000,Petrol,Manual,Guwahati,Blue,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Maruti Suzuki,Ertiga VDI SHVS,740000,2017,88000,Diesel,Manual,Mohali,White,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45,First
Mercedes-Benz,CLA 200 Petrol Sport,1975000,2015,19000,Petrol,Automatic,Pune,White,Individual,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,FWD,4630,1777,1432,5,,First
BMW,X7 xDrive40i M Sport,12500000,2021,9500,Petrol,Automatic,Chandigarh,White,Individual,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,AWD,5151,2000,1805,6,83,First
Hyundai,Creta SX 1.6 AT Petrol,1260000,2018,36000,Petrol,Automatic,Mumbai,Grey,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55,First
Renault,Kwid RXT [2015-2019],250000,2017,32000,Petrol,Manual,Kolkata,White,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,First
Hyundai,Verna SX (O) AT Anniversary Edition 1.6 VTVT,975000,2018,53300,Petrol,Automatic,Thane,Grey,Individual,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4440,1729,1475,5,45,First
BMW,X1 sDrive20d,3250000,2020,32005,Diesel,Automatic,Bangalore,Blue,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4454,1798,1545,5,61,Second
Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2018,35000,Diesel,Automatic,Ludhiana,White,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80,First
BMW,X3 xDrive30i M Sport,6680000,2022,18223,Petrol,Automatic,Ahmedabad,Blue,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,AWD,4708,1891,1676,5,60,First
Mahindra,TUV300 T8,600000,2016,92000,Diesel,Manual,Kanpur,White,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60,Second
Hyundai,Elantra 2.0 SX (O) AT,1465000,2019,22000,Petrol,Automatic,Mumbai,Silver,Individual,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570,1800,1465,5,50,Second
Hyundai,Verna Fluidic 1.6 VTVT SX,475000,2014,62000,Petrol,Manual,Delhi,Silver,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Renault,Kiger RXZ AMT,1000000,2022,4000,Petrol,Automatic,Hyderabad,White,Individual,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,FWD,3991,1750,1605,5,40,Second
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1850000,2016,72000,Diesel,Automatic,Ludhiana,White,Individual,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55,First
Maruti Suzuki,Ciaz ZXI+,570000,2015,60798,Petrol,Manual,Mumbai,White,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43,First
Hyundai,Verna 1.6 VTVT SX AT,770000,2016,20000,Petrol,Automatic,Pune,White,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375,1700,1475,5,43,First
Honda,City V CVT Petrol [2017-2019],1040000,2019,18000,Petrol,Automatic,Delhi,Brown,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Mahindra,Scorpio SLE BS-IV,675000,2014,78000,Diesel,Manual,Ludhiana,White,Individual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60,Second
Maruti Suzuki,Swift DZire VXI,450000,2014,52000,Petrol,Manual,Delhi,Silver,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Maruti Suzuki,Swift ZXi,800000,2022,10000,Petrol,Manual,Jalandhar,White,Individual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,FWD,3845,1735,1530,5,37,First
Tata,Safari 2.2 VX 4x2 Varicor400,2200000,2021,32000,Diesel,Manual,Patna,Green,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4655,1965,1922,7,63,First
Mahindra,XUV500 W10,1075000,2015,138000,Diesel,Manual,Bangalore,Silver,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,First
Maruti Suzuki,DZire LDi,560000,2018,84500,Diesel,Manual,Ambala Cantt,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37,Third
Hyundai,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],450000,2016,47000,Petrol,Manual,Dehradun,Grey,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,Second
Volvo,S90 Momentum D4 [2018-2020],4175000,2018,20000,Diesel,Automatic,Delhi,White,Individual,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963,1879,1443,5,55,First
Hyundai,Verna EX 1.6 CRDi [2017-2018],810000,2018,73000,Diesel,Manual,Pune,Red,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45,First
Mercedes-Benz,S-Class S 500,1875000,2011,72000,Petrol,Automatic,Mumbai,Silver,Individual,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5246,1899,1494,4,80,First
Honda,Jazz S AT [2015-2016],520000,2015,42000,Petrol,Automatic,Delhi,White,Individual,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,First
Mercedes-Benz,GLE 300d 4MATIC LWB,8900000,2021,9000,Diesel,Automatic,Delhi,Black,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93,First
Porsche,Panamera 3.0 Diesel,5590000,2015,33000,Diesel,Automatic,Delhi,White,Individual,,,,,,,,,,First
Maruti Suzuki,Swift VDi,425000,2015,36528,Diesel,Manual,Varanasi,Blue,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42,Third
Maruti Suzuki,Swift VXi,325000,2012,30000,Petrol,Manual,Patna,Blue,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1889999,2021,17000,Petrol,Automatic,Delhi,White,Individual,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60,First
Volvo,XC60 Inscription,1950000,2016,79000,Diesel,Automatic,Ahmedabad,White,Individual,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644,1891,1713,5,70,First
BMW,X3 xDrive-20d xLine,5300000,2019,15087,Diesel,Automatic,Mumbai,Blue,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67,First
Mahindra,Scorpio S2,950000,2018,41000,Diesel,Manual,Patna,Blue,Individual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,RWD,4456,1820,1930,8,60,First
Volvo,XC90 D5 Inscription,8500000,2021,32500,Diesel,Automatic,Ahmedabad,White,Individual,1969 cc,232 bhp @ 4250 rpm,480 Nm @ 1750 rpm,AWD,4953,2008,1776,7,71,First
Audi,A6 35 TDI Matrix,1975000,2015,61000,Diesel,Automatic,Delhi,White,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,Second
Mercedes-Benz,GLE 250 d,4200000,2017,85000,Diesel,Automatic,Ludhiana,Black,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93,First
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3500000,2019,55000,Diesel,Automatic,Pune,Black,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66,Second
Mercedes-Benz,GLA 200 d Sport,1825000,2016,58000,Diesel,Automatic,Lucknow,White,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50,First
Mahindra,Thar LX 4-STR Hard Top Petrol AT,1710000,2021,4400,Petrol,Automatic,Mumbai,Black,Individual,1997 cc,150 bhp @ 5000 rpm,320 Nm @ 1500 rpm,AWD,3985,1820,1844,4,57,First
Maruti Suzuki,Celerio VXi AMT,375000,2014,35000,Petrol,Automatic,Delhi,Red,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35,First
Maruti Suzuki,Alto 800 Vxi,285000,2016,22346,Petrol,Manual,Patna,White,Individual,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35,First
Mahindra,Thar AX 6-STR Soft Top Petrol MT,1850000,2021,23280,Petrol,Manual,Aurangabad,Red,Individual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,AWD,3985,1820,1920,6,57,Second
Maruti Suzuki,Ertiga ZDi,621000,2013,72000,Diesel,Manual,Mumbai,Blue,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45,First
Mitsubishi,Pajero 2.5 AT,1475000,2016,82000,Diesel,Automatic,Mumbai,Grey,Individual,2477 cc,176 bhp @ 4000 rpm,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70,First
Toyota,Fortuner 3.0 4x2 AT,1800000,2015,86000,Diesel,Automatic,Ludhiana,White,Individual,2982 cc,169 bhp @ 3600 rpm,360 Nm @ 1400 rpm,RWD,4705,1840,1850,7,80,Second
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],399000,2018,38000,Petrol,Manual,Kolkata,Silver,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Hyundai,Creta 1.6 SX Plus Special Edition,890000,2015,138314,Diesel,Manual,Hyderabad,White,Individual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60,First
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,1325000,2021,9900,Petrol,Automatic,Mumbai,Blue,Individual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43,First
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4775000,2018,51529,Diesel,Automatic,Bangalore,White,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80,First
Mahindra,Quanto C4,249000,2013,60000,Diesel,Manual,Kolkata,Red,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985,1850,1880,7,55,First
Maruti Suzuki,Celerio VXi (O) [2019-2020],509999,2019,48000,Petrol,Manual,Hyderabad,White,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35,First
Jeep,Compass Limited 2.0 Diesel 4x4 [2017-2020],1450000,2018,90000,Diesel,Manual,Guwahati,Black,Individual,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60,First
Maruti Suzuki,S-Cross Delta 1.6,640000,2017,63000,Diesel,Manual,Delhi,Grey,Individual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,FWD,4300,1765,1590,5,48,First
Maruti Suzuki,Celerio LDi [2015-2017],299000,2017,65822,Diesel,Manual,Lucknow,Silver,Individual,793 cc,46 bhp @ 3500 rpm,125 Nm @ 2000 rpm,FWD,3600,1600,1560,5,35,First
Maruti Suzuki,Wagon R Duo LXi LPG,195000,2009,102000,LPG,Manual,Nashik,White,Individual,1061 cc,58@6000,77@4500,FWD,3520,1475,1660,5,35,First
Mercedes-Benz,S-Class 350 CDI L,1495000,2011,72100,Diesel,Automatic,Mumbai,Red,Individual,2987 cc,235 bhp @ 4000 rpm,490 Nm @ 1800 rpm,RWD,5226,2120,1479,5,90,Second
Toyota,Etios Liva G,350000,2013,34000,Petrol,Manual,Pune,Black,Individual,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD,3775,1695,1510,5,45,First
Toyota,Innova 2.4 VX 7 STR [2016-2020],1421000,2017,75000,Diesel,Manual,Varanasi,White,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55,Second
Honda,Jazz V AT Petrol,595000,2017,99000,Petrol,Automatic,Noida,Brown,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,First
Maruti Suzuki,Swift DZire VDI,351000,2013,42000,Diesel,Manual,Patna,White,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42,First
Maruti Suzuki,SX4 VXi,325000,2012,118000,Petrol,Manual,Pune,White,Individual,1586 cc,102@5500,145@4200,,4490,1735,1560,5,50,First
Mahindra,XUV500 W8 AWD,975000,2017,78000,Diesel,Manual,Mumbai,Silver,Individual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,AWD,4585,1890,1785,7,70,First
Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],825000,2019,44000,Petrol,Manual,Delhi,White,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43,First
Tata,Hexa XT 4x2 6 STR,1050000,2017,88757,Diesel,Manual,Indore,Blue,Individual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,RWD,4788,1903,1791,6,60,Second
Audi,Q3 30 TDI Premium FWD,1970000,2017,85000,Diesel,Automatic,Chennai,Blue,Individual,1968 cc,150 bhp @ 3500 rpm,340 Nm @ 1750 rpm,FWD,4385,1831,1608,5,64,Second
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4100000,2020,12136,Diesel,Automatic,Hyderabad,Blue,Corporate,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4526,1800,1420,5,50,First
Maruti Suzuki,Alto VXI,385000,2019,2200,Petrol,Manual,Mumbai,White,Individual,,,,,,,,,,First
Audi,A4 35 TDI Premium Sunroof,1525000,2015,49000,Diesel,Automatic,Mohali,Silver,Individual,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701,1826,1427,5,63,First
Mercedes-Benz,A-Class Sedan 200,4150000,2021,6000,Petrol,Automatic,Delhi,White,Individual,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,FWD,4549,1796,1446,5,43,First
Maruti Suzuki,Vitara Brezza ZDi Plus,725000,2017,64000,Diesel,Manual,Kolkata,Gold,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,First
Toyota,Corolla Altis 1.8 G,340000,2011,109000,Petrol,Manual,Mumbai,White,Individual,1794 cc,132@6000,170@4200,FWD,4540,1760,1480,5,55,Second
Maruti Suzuki,Baleno Delta 1.2,650000,2018,32000,Petrol,Manual,Delhi,Blue,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Maruti Suzuki,Swift Lxi (O) [2014-2017],570000,2019,13000,Petrol,Manual,Delhi,Silver,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3850,1695,1530,5,42,First
Toyota,Innova 2.5 E,160000,2008,90000,Diesel,Manual,Varanasi,White,Individual,2494 cc,102@5600,200@3400,,4555,1770,1755,8,55,Fourth
Mahindra,Scorpio S5 2WD 7 STR,1220000,2020,35000,Diesel,Manual,Patna,White,Individual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60,First
Mahindra,XUV500 W4 1.99,800000,2017,112000,Diesel,Manual,Muzaffurpur,Silver,Individual,1997 cc,138 bhp @ 3750 rpm,320 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70,First
Maruti Suzuki,Baleno Zeta 1.2 AT,660000,2017,40000,Petrol,Automatic,Pune,Blue,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37,First
Honda,WR-V VX MT Petrol,575000,2017,53580,Petrol,Manual,Kolkata,Gold,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3999,1734,1601,5,40,First
Mahindra,Quanto C8,240000,2013,51500,Diesel,Manual,Kolkata,Maroon,Individual,1493 cc,100 bhp @ 3750 rpm,240 Nm @ 1600 rpm,RWD,3985,1850,1880,7,55,Second
Honda,City V Petrol,950000,2019,22000,Petrol,Manual,Noida,White,Individual,1497 cc,118 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Renault,Kwid RXT [2015-2019],419000,2017,23700,Petrol,Manual,Mysore,Bronze,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,First
Maruti Suzuki,Swift DZire VXI AT,750000,2017,48069,Petrol,Automatic,Hyderabad,White,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42,First
Audi,A4 35 TDI Premium Plus,3400000,2019,48000,Diesel,Automatic,Chandigarh,White,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,4726,1842,1427,5,54,First
Skoda,Octavia Elegance 2.0 TDI AT,1160000,2015,47981,Diesel,Automatic,Mumbai,Black,Individual,1968 cc,141 bhp @ 4000 rpm,320 Nm @ 1750 rpm,FWD,4659,1814,1476,5,50,First
Hyundai,Alcazar Platinum 7 STR 1.5 Diesel,1750000,2021,26000,Diesel,Manual,Zirakpur,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4500,1790,1675,7,50,First
Kia,Seltos HTK Plus AT 1.5 Diesel [2020-2021],1575000,2020,63000,Diesel,Automatic,Ahmedabad,White,Individual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50,First
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2811000,2019,71500,Diesel,Automatic,Delhi,White,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80,Second
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],475000,2016,16630,Petrol,Manual,Mumbai,Maroon,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43,First
Audi,A6 35 TDI Matrix,4351000,2018,36000,Diesel,Automatic,Pune,White,Individual,1968 cc,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75,First
Honda,City VX Petrol [2017-2019],850000,2017,47255,Petrol,Manual,Ahmedabad,Grey,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40,First
Mahindra,XUV500 W5 [2018-2020],1095000,2018,50000,Diesel,Manual,Zirakpur,Maroon,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,First
BMW,5-Series 530d M Sport,7700000,2021,18703,Diesel,Automatic,Chennai,White,Individual,2993 cc,261 bhp @ 4000 rpm,620 Nm @ 2000 rpm,RWD,4963,1868,1467,5,66,First
Hyundai,Creta SX 1.5 Petrol CVT [2020-2022],1925000,2022,9355,Petrol,Automatic,Mumbai,White,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,4300,1790,1635,5,50,First
Renault,Kwid RXL [2015-2019],305000,2018,34800,Petrol,Manual,Jamshedpur,Red,Individual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28,First
Nissan,Terrano XL D Plus,385000,2013,72000,Diesel,Manual,Dehradun,Grey,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50,Second
Skoda,Rapid Elegance 1.6 TDI CR MT,500000,2012,86288,Diesel,Manual,Hyderabad,Black,Individual,1598 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55,First
Honda,Jazz V Petrol,655000,2017,24003,Petrol,Manual,Bangalore,Brown,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955,1694,1544,5,40,First
Tata,Nexon XZ Plus Diesel,925000,2017,28000,Diesel,Manual,Bangalore,Red,Individual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,FWD,3994,1811,1607,5,44,First
Hyundai,Elite i20 Asta 1.4 CRDI,690000,2017,65000,Diesel,Manual,Ahmedabad,White,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,45,First
Mahindra,XUV500 W11,1500000,2019,75000,Diesel,Manual,Kota,White,Individual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70,First
Maruti Suzuki,Ertiga ZDi,625000,2015,45000,Diesel,Manual,Gurgaon,Grey,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45,Second
Hyundai,Verna 1.6 CRDI SX (O),844999,2018,71000,Diesel,Manual,Gurgaon,White,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375,1700,1475,5,43,Second
Honda,BR-V V CVT Petrol,745000,2018,54000,Petrol,Automatic,Kolkata,Silver,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4453,1735,1666,7,42,First
Mahindra,TUV300 T6 Plus AMT,650000,2015,49776,Diesel,Automatic,Mumbai,White,Individual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,RWD,3995,1835,1839,7,60,First
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],640000,2017,61000,Diesel,Manual,Kanpur,Maroon,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995,1790,1640,5,48,First
Volvo,V40 D3 R-Design,2050000,2017,68000,Diesel,Automatic,Mumbai,White,Corporate,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60,Second
